id,date,date_added,title,type,link,language,author,keywords,description,other,image,selected_collection
343,2019-08-07,,Proof of Life - Why Bitcoin is a Living Organism,article,https://dergigi.com/2019/08/07/proof-of-life/,en,Der Gigi,life,"The definition of life has been a challenge for scientists and philosophers alike. While many definitions have been put forward, what precisely differentiates the living from the non-living remains elusive. Are viruses alive? DNA molecules?",,,
344,2019-08-22,,The Rise of the Sovereign Individual - How power is re-aligning itself in an internet-native world,article,https://dergigi.com/2019/08/22/the-rise-of-the-sovereign-individual/,en,Der Gigi,sovereignism,"Not too long ago, the internet was a fringe phenomenon. Very few people saw the benefits of a global communications network. Even fewer people had the vision and the foresight to see what it might enable. Today, most people take the internet for granted. It is simply expected to be there, like running water in your home.",,,
345,2019-10-03,,How to Kill Bitcoin,article,https://dergigi.com/2019/10/03/how-to-kill-bitcoin/,en,Der Gigi,adoption,"What follows is an elaborate, in-depth, and practical step-by-step guide on how to kill the beast which is Bitcoin. Bitcoin is remarkably resilient. As Rep. Patrick McHenry famously said: governments can not stop this innovation. ",,,
346,2019-11-21,,Bitcoin Boots on the Ground: Venezuela,article,https://dergigi.com/2019/11/21/bitcoin-boots-on-the-ground-venezuela/,en,Der Gigi,,"José is a bitcoiner. Like many others, he discovered bitcoin a couple of years ago and is fascinated by the technology. Unlike many others, however, José lives in a country where the traditional financial system ",,,
347,2019-12-22,,Bitcoin's Eternal Struggle - How Bitcoin Thrives on the Edge between Order and Chaos,article,https://dergigi.com/2019/12/22/bitcoin-s-eternal-struggle/,en,Der Gigi,philosophy,"Bitcoin works. No matter what other opinions you hold about this strange phenomenon, it undoubtedly works, marches on, or, as I (and others) have previously argued, is alive. Even if most of the world would ",,,
348,2020-03-01,,Bitcoin's Habitats - How Bitcoin is surviving and thriving between worlds,article,https://dergigi.com/2020/03/01/bitcoin-s-habitats/,en,Der Gigi,,"As I have argued previously, Bitcoin is a living organism. But where does this organism live, exactly? As with many questions in the world of Bitcoin, exact answers are hard to come by.",,,
349,2020-03-20,,Dear Legacy People,article,https://dergigi.com/2020/03/20/dear-legacy-people/,en,Der Gigi,letter,"The world you know and love is no more, even if it isn’t obvious to every one of you just yet. We will look back at this moment in time, the months we are currently",,,
350,2020-03-31,,Dear Bitcoiners - An optimistic letter to friends and foes around the globe,article,https://dergigi.com/2020/03/31/dear-bitcoiners/,en,Der Gigi,letter,"The madness of this world became obvious in an instant. Everything is changing way faster than most of us ever imagined — but I’m not worried. To the contrary, I’m weirdly optimistic",,,
351,2020-04-27,,"Dear Family, Dear Friends, - A letter to all of you who still have no bitcoin",article,https://dergigi.com/2020/04/27/dear-family-dear-friends/,en,Der Gigi,letter,I am writing this letter because I am convinced of two things: (1) our current money is fundamentally broken (2) using superior money will benefit you in particular — and society in general,,,
352,2020-06-15,,The Bitcoin Journey,article,https://dergigi.com/2020/06/15/the-bitcoin-journey/,en,Der Gigi,journey,A couple of weeks ago I had the immense pleasure of giving the opening talk at the Value of Bitcoin conference. I would like to revisit some ideas of this talk and maybe dig deeper,,,
353,2020-07-21,,True Names Not Required,article,https://dergigi.com/2020/07/21/true-names-not-required/,en,Der Gigi,privacy,"In 1981, at a time where the internet was in its infancy (and I was just a gleam in my father’s eye), the legendary mathematician, computer scientist, and science-fiction author Vernor Vinge published his prophetic",,,
354,2020-08-18,,Why I Joined Swan Bitcoin,article,https://dergigi.com/2020/08/18/why-i-joined-swan-bitcoin/,en,Der Gigi,,I have a picture on my wall that says the following: “You liter­ally ought to be asking yourself all the time what is the most impor­tant thing in the world I could be working on right now,,,
355,2020-09-20,,On Bitcoin's UX,article,https://dergigi.com/2020/09/20/on-bitcoin-s-ux/,en,Der Gigi,ux,"There is an ongoing discus­sion in the Bitcoin space revolving around the topic of user experi­ence, or UX for short. Bitcoin still feels weird, clunky, and compli­cated at times.",,,
356,2020-11-05,,What Is 21ism?,article,https://dergigi.com/2020/11/05/what-is-21ism/,en,Der Gigi,21ism,"Morpheus: I imagine that right now, you're feeling a bit like Alice. Hmm? Tumbling down the rabbit hole? Neo: You could say that. Morpheus: I see it in your eyes",,,
357,2021-01-14,,Bitcoin Is Time,article,https://dergigi.com/2021/01/14/bitcoin-is-time/,en,Der Gigi,time,"One luminary clock against the sky Proclaimed the time was neither wrong nor right. Robert Frost, Acquainted with the Night (1928) Time is still the great mystery to us.",,,
358,2021-03-14,,Bitcoin Privacy: Best Practices,article,https://dergigi.com/2021/03/14/bitcoin-privacy-best-practices/,en,Der Gigi,privacy,"There is a sacred realm of privacy for every man and woman where he makes his choices and decisions — a realm of his own essen­tial rights and liber­ties into which the law, gener­ally speaking, must not intrude.",,,
359,2021-03-14,,The Responsibility of Adopting Bitcoin,article,https://dergigi.com/2021/03/14/the-responsibility-of-adopting-bitcoin/,en,Der Gigi,"responsibility, sovereignism","There is a saying among bitcoiners, and it becomes more truthful and apparent as time goes on: You don’t change Bitcoin. Bitcoin changes you. Why is that? At first, I wasn’t sure how to answer",,,
360,2021-06-13,,Bitcoin Is An Idea,article,https://dergigi.com/2021/06/13/bitcoin-is-an-idea/,en,Der Gigi,idea,"Don’t worry about people stealing an idea. If it’s original, you will have to ram it down their throats. Howard H. Aiken There’s no flesh or blood within this cloak to kill.",,,
361,2019-03-22,,Modeling Bitcoin Value with Scarcity (S2F),article,https://medium.com/@100trillionUSD/modeling-bitcoins-value-with-scarcity-91fa0fc03e25,en,PlanB,s2f,"Surely this digital scarcity has value. But how much? In this article I quantify scarcity using stock-to-flow, and use stock-to-flow to model bitcoin’s value.",,,
362,2020-01-17,,Efficient Market Hypothesis and Bitcoin S2F,article,https://medium.com/@100trillionUSD/efficient-market-hypothesis-and-bitcoin-stock-to-flow-model-db17f40e6107,en,PlanB,s2f,"In this article I share my point of view on S2F model and EMH. I analyze arbitrage opportunities, risk & return model and derivatives markets.",,,
363,2020-04-27,,Bitcoin Stock-to-Flow Cross Asset Model,article,https://medium.com/@100trillionUSD/bitcoin-stock-to-flow-cross-asset-model-50d260feed12,en,PlanB,"s2f, s2fx","In this article I solidify the basis of the current S2F model by removing time and adding other assets (silver and gold) to the model. I call this new model the BTC S2F cross asset (S2FX) model. S2FX model enables valuation of different assets like silver, gold and BTC with one formula",,,
364,,,21ism Bitcoin Art Collective,collection,https://21ism.com/,en,,"art, video, design, code, music, memes, writings","We celebrate Art as The State suppresses it.  Freedom over fear.  Each month we spin the ‘Creative Carousel’, curate & feature new Artists, inspired to create by the ultimate expression of liberty – Bitcoin.  Art is a language through which it speaks.  Check out Artist Feature pages by clicking below & podcasts at Anchor.fm/21ism. Bitcoin is an idea whose time has come. It’s taking root in hearts & minds. It’s Truth Machine is a safe haven for storing value in uncertain futures. Sovereignty through mathematics, for the enrichment of every individual on Earth. Rules not rulers.",,,
365,,,Citadel21,collection,https://www.citadel21.com/,en,,"writings, magazine","Citadel21 is a Bitcoin cultural zine. Bitcoin culture is rich and varied. It contains a multitude of voices, opinions and flavors. Together they form what is seemingly chaos, but with an abundance of signal. Citadel21 aims to curate this chaos and put some of the best, coolest and weirdest pieces of raw signal on display.",,,
366,,,Till Musshoff,podcast,https://www.youtube.com/channel/UCycGV6fAhD_-7GPmCkkESdw,en,Till Musshoff,"economics, society",An overview of Bitcoin from different perspectives. Bitcoin has profound impacts on our understanding of how the economy works and at the same time the technology behind Bitcoin is an incredible achievement in the field of distributed systems.,,,
367,,,Bulltardia,book,https://www.bulltardia.com/,en,Dim Zayan,comic,"Bulltardia follows the adventures of a hot-headed honey badger named Bit who is tasked to bring a moonstone back to the moon. Even though the story is set in an imaginary world, it reflects on our reality as most of the characters and places are based on real people and events that are part of the ongoing history written by Bitcoin",,,
368,2020-10-31,,Orange Coin Good: The Value of Bitcoin Book One,book,https://www.amazon.com/Orange-Coin-Good-Value-Bitcoin-ebook/dp/B08L5R7JG8,en,jimbo,money,"This book answers one question: How can Bitcoin, a purely digital money that's not backed by anything, have any value to people at all? You'll learn that Bitcoin is three things: a programmable money, a computer network, and a social phenomenon. These parts are mutually reinforcing, inseparable and governed by consensus. You'll find out how Bitcoin works for you. You'll learn how to set up a wallet and how to use it to receive Bitcoin.",,,
369,2020-05-06,,Random Heresies on Bitcoin and Fractional Reserve,article,https://allenfarrington.medium.com/random-heresies-on-bitcoin-and-fractional-reserve-d16b9a683851?source=---------34----------------------------,en,Allen Farrington,,"Ever the irrationally exuberant optimist, I think that an under-appreciated leading indicator for Bitcoin’s success is the seriousness with which serious people seem to take it. While Bitcoin Twitter can mostly appear to be chaotic, memetastic noise, from time to time one can detect some encouraging signal.",,,
370,2020-05-30,,Qualified Reservations,article,https://allenfarrington.medium.com/qualified-reservations-9094ec9f1734?source=---------32----------------------------,en,Allen Farrington,,"You take the red pill, you stay in wonderland, and I show you how deep the rabbit hole goes",,,
371,2020-04-12,,A Tale Of Two Talebs,article,https://allenfarrington.medium.com/a-tale-of-two-talebs-1775dff3302b?source=---------0----------------------------,en,Allen Farrington,taleb,"or, how to kick your addiction to the Internet’s biggest asshole.",,,
372,2021-07-06,,Inflation In A Hyperbitcoinized World,article,https://allenfarrington.medium.com/inflation-in-a-hyperbitcoinized-world-a51500a473e6?source=---------1----------------------------,en,Allen Farrington,inflation,a cheeky little brainstorm on the methodological individualism of price inflation and capital formation,,,
373,2021-06-16,,Soul In The Game,article,https://allenfarrington.medium.com/soul-in-the-game-d9320c5b6ea?source=---------2----------------------------,en,Allen Farrington,,"totes emosh, guys, totes emosh",,,
374,2021-05-30,,Bitcoin Is For Foxes,article,https://allenfarrington.medium.com/bitcoin-is-for-foxes-3a16b37d9164?source=---------3----------------------------,en,Allen Farrington,,hedgehogs beware,,,
375,2021-04-18,,Antifragile Bitcoin And Fragile Nassim,article,https://allenfarrington.medium.com/antifragile-bitcoin-and-fragile-nassim-4f46829fb5dd?source=---------4----------------------------,en,Allen Farrington,taleb,a bitesize read on Taleb’s Bitcoin Derangement Syndrome to celebrate the one year anniversary,,,
376,2021-04-03,,National Socialism In The Birthplace Of The Enlightenment,article,https://allenfarrington.medium.com/national-socialism-in-the-birthplace-of-the-enlightenment-a2218337af43?source=---------5----------------------------,en,Allen Farrington,,an attempt to stir up hatred against the most evil law of which I have ever been a subject,,,
377,2021-03-13,,Gauge Theory Does Not Fix This,article,https://allenfarrington.medium.com/gauge-theory-does-not-fix-this-625f98de3246?source=---------6----------------------------,en,Allen Farrington,intellectuals,"or, why do intellectuals oppose Bitcoin?",,,
378,2021-03-01,,An Open Letter To Would-Be Bullshitters,article,https://allenfarrington.medium.com/an-open-letter-to-would-be-bullshitters-c7a82d511cd?source=---------7----------------------------,en,Allen Farrington,letter,"we don’t trust, we verify",,,
379,2021-02-28,,Lenz’s Law Of Capitalism,article,https://allenfarrington.medium.com/lenzs-law-of-capitalism-27b1e4601bb3?source=---------8----------------------------,en,Allen Farrington,fiat,"or, how to check your fiat privilege",,,
380,2021-02-21,,Fiat Privilege,article,https://allenfarrington.medium.com/fiat-privilege-3f5afae50083?source=---------9----------------------------,en,Allen Farrington,fiat,what it is and how to fight it,,,
381,2021-02-20,,"Bitcoin Is Venice, Bitcoin Is",article,https://allenfarrington.medium.com/bitcoin-is-venice-bitcoin-is-741cc7d22e9?source=---------10----------------------------,en,Allen Farrington,,Part XIV and Finale of the Bitgenstein Serialization,,woman-sitting-mountain.jpg,
382,2021-02-20,,"Bitcoin Is Logos, Bitcoin Is Techne",article,https://allenfarrington.medium.com/bitcoin-is-logos-bitcoin-is-techne-d06ea0a4062c?source=---------11----------------------------,en,Allen Farrington,,Part XIII of the Bitgenstein Serialization,,colosseum.jpg,
383,2021-02-20,,Bitcoin Is Gravity,article,https://allenfarrington.medium.com/bitcoin-is-gravity-eda85ce3b857?source=---------12----------------------------,en,Allen Farrington,,Part XII of the Bitgenstein Serialization,,bitcoin2.jpg,
384,2021-02-20,,Bitcoin Is Halal,article,https://allenfarrington.medium.com/bitcoin-is-halal-4a8f0560c3d0?source=---------13----------------------------,en,Allen Farrington,,Part XI of the Bitgenstein Serialization,,bitcoin1.jpg,
385,2021-02-20,,Bitcoin Is Ariadne,article,https://allenfarrington.medium.com/bitcoin-is-ariadne-2aa7494625da?source=---------14----------------------------,en,Allen Farrington,,Part X of the Bitgenstein Serialization,,,
386,2021-02-20,,Rhapsody On A Theme Of Nakamoto,article,https://allenfarrington.medium.com/rhapsody-on-a-theme-by-nakamoto-b9afd8c975f3?source=---------15----------------------------,en,Allen Farrington,,Part IX of the Bitgenstein Serialization,,,
387,2021-02-20,,Behavior And Incentives,article,https://allenfarrington.medium.com/behavior-and-incentives-2c47c6c850ea?source=---------16----------------------------,en,Allen Farrington,,Part VIII of the Bitgenstein Serialization,,,
388,2021-02-20,,Maximizing Consumption,article,https://allenfarrington.medium.com/maximizing-consumption-37bb0ab21b60?source=---------17----------------------------,en,Allen Farrington,,Part VII of the Bitgenstein Serialization,,Trading-charts.jpg,
389,2021-02-20,,Accounting For Time And Risk,article,https://allenfarrington.medium.com/accounting-for-time-and-risk-d36b8249b5be?source=---------18----------------------------,en,Allen Farrington,time,Part VI of the Bitgenstein Serialization,,,
390,2021-02-20,,Farming And Capital,article,https://allenfarrington.medium.com/farming-and-capital-1e60c532643b?source=---------19----------------------------,en,Allen Farrington,capital,Part V of the Bitgenstein Serialization,,,
391,2021-02-20,,"Money, Capital, And Social Scalability",article,https://allenfarrington.medium.com/money-capital-and-social-scalability-d3ddf1dda6e5?source=---------20----------------------------,en,Allen Farrington,"money, scalability",Part IV of the Bitgenstein Serialization,,bitcoin-chart.jpg,
392,2021-02-20,,"Time, Energy, And The Triangle Game",article,https://allenfarrington.medium.com/time-energy-and-the-triangle-game-10b43cc48efc?source=---------21----------------------------,en,Allen Farrington,"time, energy",Part III of the Bitgenstein Serialization,,road.jpg,
393,2021-02-20,,"Apples, Zebras, And Knowledge",article,https://allenfarrington.medium.com/apples-zebras-and-knowledge-99cb7f791aea?source=---------22----------------------------,en,Allen Farrington,knowledge,Part II of the Bitgenstein Serialization,,woman-sitting-mountain.jpg,
394,2021-02-20,,Semantics Therefore Reality,article,https://allenfarrington.medium.com/semantics-therefore-reality-4499dea14744?source=---------23----------------------------,en,Allen Farrington,semantics,Part I of the Bitgenstein Serialization,,colosseum.jpg,
395,2021-02-20,,The Bitgenstein Serialization,article,https://allenfarrington.medium.com/the-bitgenstein-serialization-fc5121332f92?source=---------24----------------------------,en,Allen Farrington,,Introduction and Contents,,bitcoin2.jpg,
396,2021-02-14,,Anatomy Of A Hit Piece,article,https://allenfarrington.medium.com/anatomy-of-a-hit-piece-da419a354f8d?source=---------25----------------------------,en,Allen Farrington,,"Propaganda, The New York Times, And The Struggle For Narrative Control",,bitcoin1.jpg,
397,2021-02-13,,Bitcoin Is Venice,article,https://allenfarrington.medium.com/bitcoin-is-venice-8414dda42070?source=---------26----------------------------,en,Allen Farrington,"money, history",Rhapsody on a Theme of Nakamoto,,sky-clouds.jpg,
398,2021-01-16,,The Capital Strip Mine,article,https://allenfarrington.medium.com/the-capital-strip-mine-ec627e9fe40a?source=---------27----------------------------,en,Allen Farrington,money,"Leverage, Knowledge, and the Uncapitalizing of America",,mine.jpg,
399,2020-12-04,,Wittgenstein’s Money,article,https://allenfarrington.medium.com/wittgensteins-money-7cac8d0635cf?source=---------28----------------------------,en,Allen Farrington,money,"What would it seem like if it did seem like a global, digital, sound, open source, programmable money was monetizing from absolute zero?",,book.jpg,
400,2020-07-10,,Appendiccio Numero Tre,article,https://allenfarrington.medium.com/appendiccio-numero-tre-2bb9d83fd622?source=---------29----------------------------,en,Allen Farrington,taleb,"DE LA TALEBENNING, OF COURSO, IDIOTAS!",,sunset.jpg,
401,2021-07-07,,Appendiccio Numero Due,article,https://allenfarrington.medium.com/appendiccio-numero-due-674626ecf9e5?source=---------30----------------------------,en,Allen Farrington,taleb,"de la Talebenning, of courso …",,sunrise.jpg,
402,2020-01-13,,Appendiccio Numero Uno,article,https://allenfarrington.medium.com/appendiccio-numero-uno-f7139de5b8a1?source=---------31----------------------------,en,Allen Farrington,taleb,"de la Talebenning, of courso …",,scripture-with-candles.jpg,
403,,,Citizen Bitcoin,podcast,https://citizenbitcoin.world/,en,Brady Swenson,interviews,Podcasting the dawn of the Bitcoin Renaissance.,,,
404,,,Orange Pill Podcast,podcast,https://orangepill.buzzsprout.com/,en,"Max Keiser, Stacy Herbert","entertainment, news","Max Keiser and Stacy Herbert with a weekly trippy look at a post red-pilled world. As an old fiat regime fades away and a new hard money system brings a new renaissance, they speak to guests from the world of bitcoin, macroeconomics, space travel, artificial intelligence and also finance, markets and monetary policy.",,,
405,,,Bitcoin Kindergarten Live Q&A,podcast,https://btckindergarten.com/,en,"Nik, Optimist Fields",entertainment,A weekly Bitcoin discussion,,,
406,,,A Boy Named Pseu,podcast,https://mrpseu.podbean.com/,en,Phil Gibson,interviews,"Mr. Pseu covers everything Bitcoin: entrepreneurship, tech, history/current events, economics, and innovations to free your mind! Great guests, laughs, and TRUTH BOMBS!",,,
407,,,Shitcoin Insider,podcast,https://anchor.fm/guy-swann,en,Guy Swann,"interviews, shitcoins","A Bitcoin Maximalist take on the scams, ponzis, & bad ideas in the world of crypto. Doing the dirty work so that you don't have to.",,,
408,,,Bitcoin Echo Chamber,podcast,https://bitcoinechochamber.com/,en,Heavily Armed Clown,interviews,"Accessible discussion about Bitcoin, economics, technology, and philosophy. ",,,
409,,,Bitcoin and...,podcast,https://twitter.com/bennd77,en,David Bennet,"interviews, entertainment, news",,,,
410,,,The Breakdown,podcast,https://www.coindesk.com/tag/the-breakdown,en,Nathaniel Whittemore,"news, shitcoins","Daily analysis of macroeconomics, bitcoin, geopolitics and big picture power shifts, hosted by Nathaniel Whittemore (@nlw). As more people than ever question the wisdom of unlimited money printing, Nathaniel and prominent guests from crypto, macroeconomics and geopolitics explore the increasingly mainstream alternative bitcoin represents.",,,
411,,,Crypto Voices,podcast,https://cryptovoices.com/,en,"Matthew Mežinskis, Fernando Ulrich",interviews,Podcast & Education on CryptoEconomics & Liberty,,,
412,,,Bit Buy Bit,podcast,https://www.bit-buy-bit.com/,en,Max Buybit,"interviews, art","Bitcoin is misunderstood, multifaceted, complex and evolving at a staggering rate. Show host Max Buybit and guests discus its impact on the world and help dispel the myths surrounding bitcoin, blockchain and banking.",,,
413,,,Let's Talk Bitcoin,podcast,https://letstalkbitcoin.com/blog/category/episodes,en,"Adam B. Levine, Andreas Antonopoulos, Stephanie Murphy, Jonathan Mohan",technical,,,,
414,,,The Anita Posch Show,podcast,https://bitcoinundco.com/en/,en,Anita Posch,"interviews, economics","Bitcoin is money from the people, for the people. It’s mathematical rules can’t be corrupted - neither by governments nor by billionaires. This guarantees a level of fairness which cannot be achieved in traditional human driven systems. It gives underprivileged individuals, such as people from developing nations, women, and oppressed minority groups, the chance to participate globally in a free and private manner with each other. This freedom to exchange value, unleashing people’s creativity and innovation, is what drives Anita Posch.",,bitcoin-chart.jpg,
415,,,Bottomshelf Bitcoin,podcast,https://open.spotify.com/show/2PxHTIGRKR05TiWoRwsC3S,en,Josh Humphrey,interviews,"Putting Bitcoin knowledge within everyone's reach, join Josh Humphrey as he interviews developers, authors, makers and thinkers in the Bitcoin space.",,road.jpg,
416,,,Bitcoin Rehab,podcast,http://bitcoinrehab.net,en,Karo Zagorus,interviews,"UNHINGED. UNCENSORED. Bitcoin Fireside Chat. Bitcoin Rehab is about rehabilitating society out of the fiat world, pushing people to save more and live a better life outside of the reach of inflationary money that destroys society. The show is hosted by Karo Zagorus, interviewing, talking and generally hanging out with hardcore bitcoiners who are the hodlers of last resort. Come and sip your Margarita on the beach as we go on about fixing the world one step at a time with Bitcoin.",,woman-sitting-mountain.jpg,
417,,,The Rollo And Slappy Show,podcast,https://www.mcfloogle.com/category/podcast/,en,"Rollo McFloogle, Slappy Jones","interviews, economics","Austrian Economics, Free Markets, Voluntarism.  We welcome all comments, critiques, and suggestions.",,colosseum.jpg,
418,,,Noded Bitcoin Podcast,podcast,https://noded.org/,en,"Pierre Rochard, Michael Goldstein","economics, interviews","Bitcoin current events, technical news, and commentary.",,bitcoin2.jpg,
419,,,The Bitcoin Magazine Podcast,podcast,https://open.spotify.com/show/1IxBiqXrUwWUgwiQwKWwxk,en,Bitcoin Magazine,"interviews, news","The Bitcoin Magazine Podcast is on a mission to stay on top of what's happening with everything Bitcoin, guiding listeners through the major stories shaping the price, philosophy and community around the financial revolution. The show will also feature brief interviews from leading experts in the space.",,bitcoin1.jpg,
420,,,Van Wirdum Sjorsnado Podcast,podcast,https://www.youtube.com/playlist?list=PLe0djdakvnFZkrHHLVIxwaB0sz9zKRp12,en,"Aaron van Wirdum, Sjors Provoost",technical,,,sky-clouds.jpg,
421,,,GAMcast,podcast,https://anchor.fm/gamcast,en,Marty Bent,"mining, interviews","A podcast hosted by Great American Mining, a bitcoin mining company, exploring the budding symbiotic relationship between the oil & gas and bitcoin mining industries.",,mine.jpg,
422,,,For the Love of Bitcoin,podcast,https://fortheloveofbitcoin.buzzsprout.com/,en,"Bitcoin Granny, Bitcoin Mechanic, Bitcoin Sensei",technical,The podcast of the decentralized self-sovereign future ,,book.jpg,
423,,,Unhashed Podcast,podcast,https://www.unhashedpodcast.com/,en,"Ruben Somsen, Mario Gibney, Bryan Aulds, Colin Aulds","technical, entertainment",,,sunset.jpg,
424,,,Reckless Review,podcast,https://www.buzzsprout.com/263522,en,"Udi Wertheimer, Lawrence Nahum","entertainment, technical","Reckless Review, hosted by Bitcoiners Lawrence Nahum and Udi Wertheimer, is your unapologetic, professionally unprofessional podcast, on the latest and greatest in the Bitcoin community. Get your thinking hats on, because this is going to get technical. ",,sunrise.jpg,
425,,,POV Crypto,podcast,https://medium.com/pov-crypto,en,"David Hoffman, Christian Keroles",shitcoins,"Breaking the Cryptocurrency echochamber through conversation with two, often conflicting, views. Industry insiders David Hoffman and Christian Keroles explore the crypto markets, news, and interesting ideas in cryptocurrency.",,scripture-with-candles.jpg,
426,,,The Chaincode Podcast,podcast,https://podcast.chaincode.com/,en,"Jonas Newbery, John Newbery",technical,The Chaincode Podcast brings you interviews with the most influential Bitcoin engineers about Bitcoin protocol development. ,,bitcoin-chart.jpg,
427,,,Lightning Junkies,podcast,https://lightningjunkies.net/,en,Chaz Bolty,"technical, interviews, lightning","Lightning Junkies is a podcast that was born out of obsession. Complete obsession with the Lightning Network, an obsession with Bitcoin. Most importantly, an obsession with knowledge. It is this obsession that pushed us to make a podcast. It continues to push us to find better ways to share what we know.",,road.jpg,
428,,,Bitcoin OP_UXUI,podcast,http://bitcoinopuxui.com/,en,Pedro,"design, interviews",A Podcast on Designing Bitcoin,,woman-sitting-mountain.jpg,
429,,,Dirtcoin Diaries,podcast,https://meetup.bitcoinenemies.com/@dirtcoin,en,Bitcoin Enemies,"technical, privacy","BitcoinEnemies meetup hosted by Christopher Carrion. Join weekly on Telegram voice or live on stream. Find upcoming meetups, show notes, and replays here.",,colosseum.jpg,
430,,,The Bitcoin Knowledge Podcast,podcast,https://www.bitcoin.kn/about/,en,Trace Mayer,inactive,To help you better understand Bitcoin the top people in the Bitcoin industry are interviewed by Trace Mayer for the Bitcoin Knowledge Podcast.,,bitcoin2.jpg,
431,,,Bitcoin Uncensored,podcast,https://www.dropbox.com/sh/gmtnb4n4a8rqp7z/AABYsjlsXc_oOQZf1fXHRs1ha?dl=0,en,"Chris DeRose, Junseth",inactive,"A podcast by people who believe in nothing, interviewing people who believe in everything, for people who don't care to read",,bitcoin1.jpg,
432,,,Crypto & Grill,podcast,https://www.youtube.com/channel/UCB1Mjmtdtq7r9o-uPLBQL6A,en,"CryptoDantes, StigofthePump",inactive,,,sky-clouds.jpg,
433,,,Did You Know Crypto,podcast,https://didyouknowcrypto.com/,en,Dustin D.,inactive,"I hope that this Podcast will help other get bitten by the Bitcoin bug as well, not visions of fortune but being part of something revolutionary.",,mine.jpg,
434,,,Bitcoin Pleb Talk,podcast,https://anchor.fm/saintbitcoin/,en,Saint Bitcoin,inactive,"Curating Bitcoin community through funny and entertaining Pleb encounters. A series focused on getting to know, and making the voices of the army of everyday average Bitcoiners worldwide heard.",,book.jpg,
435,,,Arman The Parman,collection,https://armantheparman.com/,en,Arman The Parman,"guides, articles, technical","A collection of articles of general interest, as well as many guides to configure your node, wallet and many more.",,mine.jpg,
436,,,Bitcoin Core,tool,https://github.com/bitcoin/bitcoin,en,,software,The original and most popular bitcoin implementation.,,book.jpg,
437,,,btcd,tool,https://github.com/btcsuite/btcd,en,,software,Solid implementation with great comments and documentation.,,sunset.jpg,
438,,,Bitcoin-ruby,tool,https://github.com/lian/bitcoin-ruby,en,,software,Readable bitcoin code. Excellent for learning how it all works. ,,sunrise.jpg,
439,,,Johoe’s Mempool Statistics,tool,"https://jochen-hoenicke.de/queue/#0,24h",en,,visualization,Handy mempool visualisations for figuring out what transaction fee to use ,,scripture-with-candles.jpg,
440,,,Bitcoin Transaction Monitor,tool,https://mempool.observer/monitor/,en,0xB10C,visualization,Transaction fee plot by 0xB10C.,,bitcoin-chart.jpg,
441,,,Bitcoin Rain,tool,http://bitcoinrain.io/,en,,visualization,A rain of transaccions,,road.jpg,
442,,,bitcoin-iterate,tool,https://github.com/rustyrussell/bitcoin-iterate,en,Rusty Russell,,Handy blockchain parser. Get data out of your blockchain,,woman-sitting-mountain.jpg,
443,,,bitcoin-utxo-dump,tool,https://github.com/in3rsha/bitcoin-utxo-dump,en,in3rsha,,Get a human-readable list of UTXOs from your node.,,colosseum.jpg,
444,,,Bitcoin Wiki,collection,https://en.bitcoin.it/wiki/Main_Page,en,,wiki,The most popular Bitcoin wiki ,,bitcoin2.jpg,
445,,,Royal Fork,collection,https://www.royalfork.org/,en,Joe,"technical, writings",Technical articles explaining key parts of Bitcoin.,,bitcoin1.jpg,
446,,,Bitcoin Stack Exchange,collection,https://bitcoin.stackexchange.com/,en,,technical,Some of the brightest minds and clearest explanations can be found here.,,sky-clouds.jpg,
447,,,Bitcoin Only,collection,https://bitcoin-only.com/,en,Bitcoin Only,,Bitcoin only is an open source website created to showcase the highest quality Bitcoin resources. It is built and maintained by volunteers.,,mine.jpg,
448,,,Chain Query,tool,https://chainquery.com/bitcoin-cli,en,ChainQuery,technical,A list of bitcoin-cli commands. Nice and handy. ,,book.jpg,
449,2014-05-05,,Minimum Viable Block Chain,article,https://www.igvita.com/2014/05/05/minimum-viable-block-chain/,en,Ilya Grigorik,"technical, blockchain",The reasons for how blockchain works.,,sunset.jpg,
450,,,Learn me a Bitcoin,collection,https://learnmeabitcoin.com/,en,Greg Walker,,A well thought out list of resources for users of different types from beginners to technical.,,sunrise.jpg,
451,,,Burn the bridge,collection,https://www.econoalchemist.com/,en,Econoalchemist,"guides, diy, mining","Bitcoin, Self Custody, & Censorship Resistance ",,scripture-with-candles.jpg,
452,,,Hell or highwater podcast,podcast,https://www.freenathanjordan.com/podcast,en,Econoalchemist,family,"Although not directly related to Bitcoin, this podcast tells a story relating to the struggle for freedom, the abuses of power from oppressors, and how a family has been shattered by injustice. I hope that this brings awareness not only to my friends' unfortunate situation but also to the harsh realities of the criminal justice system and how it is continuously encroaching on the freedoms so many of us take for granted. ",,bitcoin-chart.jpg,
453,2021-01-10,,Build your own Bitcoin full node on a RaspberryPi,guide,https://www.econoalchemist.com/post/build-your-own-bitcoin-full-node-on-a-raspberrypi,en,Econoalchemist,"node, raspberry",These are the steps I took to build a fully validating Bitcoin node running BitcoinCore-qt.,,road.jpg,
454,2020-01-27,,My Top 10 ColdCard Features,guide,https://www.econoalchemist.com/post/my-top-10-coldcard-features,en,Econoalchemist,"coldcard,wallet","10 Things I like about the ColdCard wallet by CoinKite. From functioning 100% offline to displaying QR codes, this Bitcoin only wallet has it all.",,woman-sitting-mountain.jpg,
